imagen,clase
/content/drive/MyDrive/dataset/80211nMcs7/11nmcs7_2_2p_parte1.png,80211nMcs7
/content/drive/MyDrive/dataset/80211nMcs7/11nmcs7_1_4p_parte2.png,80211nMcs7
/content/drive/MyDrive/dataset/80211nMcs7/11nmcs7_1_4p_parte1.png,80211nMcs7
/content/drive/MyDrive/dataset/80211nMcs7/11nmcs7_1_4p_parte4.png,80211nMcs7
/content/drive/MyDrive/dataset/80211nMcs7/11nmcs7_1_4p_parte3.png,80211nMcs7
/content/drive/MyDrive/dataset/80211nMcs4/11nmcs4_2_2p_parte1.png,80211nMcs4
/content/drive/MyDrive/dataset/80211nMcs4/11nmcs4_4_2p_parte2.png,80211nMcs4
/content/drive/MyDrive/dataset/80211nMcs4/11nmcs4_3_2p_parte1.png,80211nMcs4
/content/drive/MyDrive/dataset/80211nMcs4/11nmcs4_5_2p_parte2.png,80211nMcs4
/content/drive/MyDrive/dataset/80211nMcs4/11nmcs4_5_2p_parte1.png,80211nMcs4
/content/drive/MyDrive/dataset/80211nMcs4/11nmcs4_3_2p_parte2.png,80211nMcs4
/content/drive/MyDrive/dataset/80211nMcs4/11nmcs4_2_2p_parte2.png,80211nMcs4
/content/drive/MyDrive/dataset/80211nMcs4/11nmcs4_4_2p_parte1.png,80211nMcs4
/content/drive/MyDrive/dataset/80211nMcs4/11nmcs4_1_4p_parte1.png,80211nMcs4
/content/drive/MyDrive/dataset/80211nMcs4/11nmcs4_1_4p_parte4.png,80211nMcs4
/content/drive/MyDrive/dataset/80211nMcs4/11nmcs4_1_4p_parte3.png,80211nMcs4
/content/drive/MyDrive/dataset/80211nMcs4/11nmcs4_1_4p_parte2.png,80211nMcs4
/content/drive/MyDrive/dataset/80211nMcs6/11nmcs6_4_2p_parte2.png,80211nMcs6
/content/drive/MyDrive/dataset/80211nMcs6/11nmcs6_4_2p_parte1.png,80211nMcs6
/content/drive/MyDrive/dataset/80211nMcs6/11nmcs6_2_2p_parte1.png,80211nMcs6
/content/drive/MyDrive/dataset/80211nMcs6/11nmcs6_2_2p_parte2.png,80211nMcs6
/content/drive/MyDrive/dataset/80211nMcs6/11nmcs6_5_2p_parte2.png,80211nMcs6
/content/drive/MyDrive/dataset/80211nMcs6/11nmcs6_5_2p_parte1.png,80211nMcs6
/content/drive/MyDrive/dataset/80211nMcs6/11nmcs6_3_2p_parte1.png,80211nMcs6
/content/drive/MyDrive/dataset/80211nMcs6/11nmcs6_3_2p_parte2.png,80211nMcs6
/content/drive/MyDrive/dataset/80211nMcs6/11nmcs6_1_4p_parte3.png,80211nMcs6
/content/drive/MyDrive/dataset/80211nMcs6/11nmcs6_1_4p_parte1.png,80211nMcs6
/content/drive/MyDrive/dataset/80211nMcs6/11nmcs6_1_4p_parte4.png,80211nMcs6
/content/drive/MyDrive/dataset/80211nMcs6/11nmcs6_1_4p_parte2.png,80211nMcs6
/content/drive/MyDrive/dataset/80211nMcs3/11nmcs3_2_2p_parte1.png,80211nMcs3
/content/drive/MyDrive/dataset/80211nMcs3/11nmcs3_3_2p_parte2.png,80211nMcs3
/content/drive/MyDrive/dataset/80211nMcs3/11nmcs3_5_2p_parte2.png,80211nMcs3
/content/drive/MyDrive/dataset/80211nMcs3/11nmcs3_5_2p_parte1.png,80211nMcs3
/content/drive/MyDrive/dataset/80211nMcs3/11nmcs3_3_2p_parte1.png,80211nMcs3
/content/drive/MyDrive/dataset/80211nMcs3/11nmcs3_4_2p_parte1.png,80211nMcs3
/content/drive/MyDrive/dataset/80211nMcs3/11nmcs3_4_2p_parte2.png,80211nMcs3
/content/drive/MyDrive/dataset/80211nMcs3/11nmcs3_2_2p_parte2.png,80211nMcs3
/content/drive/MyDrive/dataset/80211nMcs3/11nmcs3_1_4p_parte2.png,80211nMcs3
/content/drive/MyDrive/dataset/80211nMcs3/11nmcs3_1_4p_parte3.png,80211nMcs3
/content/drive/MyDrive/dataset/80211nMcs3/11nmcs3_1_4p_parte1.png,80211nMcs3
/content/drive/MyDrive/dataset/80211nMcs3/11nmcs3_1_4p_parte4.png,80211nMcs3
/content/drive/MyDrive/dataset/80211b2M/11b2m_1_1p.png,80211b2M
/content/drive/MyDrive/dataset/80211b2M/11b2m_2_2p_parte1.png,80211b2M
/content/drive/MyDrive/dataset/80211b2M/11b2m_5_2p_parte2.png,80211b2M
/content/drive/MyDrive/dataset/80211b2M/11b2m_4_2p_parte2.png,80211b2M
/content/drive/MyDrive/dataset/80211b2M/11b2m_5_2p_parte1.png,80211b2M
/content/drive/MyDrive/dataset/80211b2M/11b2m_3_2p_parte1.png,80211b2M
/content/drive/MyDrive/dataset/80211b2M/11b2m_3_2p_parte2.png,80211b2M
/content/drive/MyDrive/dataset/80211b2M/11b2m_2_2p_parte2.png,80211b2M
/content/drive/MyDrive/dataset/80211b2M/11b2m_4_2p_parte1.png,80211b2M
/content/drive/MyDrive/dataset/80211g36M/11g36m_2_2p_parte2.png,80211g36M
/content/drive/MyDrive/dataset/80211g36M/11g36m_3_2p_parte1.png,80211g36M
/content/drive/MyDrive/dataset/80211g36M/11g36m_2_2p_parte1.png,80211g36M
/content/drive/MyDrive/dataset/80211g36M/11g36m_3_2p_parte2.png,80211g36M
/content/drive/MyDrive/dataset/80211g36M/11g36m_4_2p_parte2.png,80211g36M
/content/drive/MyDrive/dataset/80211g36M/11g36m_5_2p_parte2.png,80211g36M
/content/drive/MyDrive/dataset/80211g36M/11g36m_4_2p_parte1.png,80211g36M
/content/drive/MyDrive/dataset/80211g36M/11g36m_5_2p_parte1.png,80211g36M
/content/drive/MyDrive/dataset/80211g36M/11g36m_1_4p_parte3.png,80211g36M
/content/drive/MyDrive/dataset/80211g36M/11g36m_1_4p_parte4.png,80211g36M
/content/drive/MyDrive/dataset/80211g36M/11g36m_1_4p_parte1.png,80211g36M
/content/drive/MyDrive/dataset/80211g36M/11g36m_1_4p_parte2.png,80211g36M
/content/drive/MyDrive/dataset/80211g12M/11g12m_3_2p_parte2.png,80211g12M
/content/drive/MyDrive/dataset/80211g12M/11g12m_2_2p_parte2.png,80211g12M
/content/drive/MyDrive/dataset/80211g12M/11g12m_3_2p_parte1.png,80211g12M
/content/drive/MyDrive/dataset/80211g12M/11g12m_4_2p_parte2.png,80211g12M
/content/drive/MyDrive/dataset/80211g12M/11g12m_5_2p_parte2.png,80211g12M
/content/drive/MyDrive/dataset/80211g12M/11g12m_5_2p_parte1.png,80211g12M
/content/drive/MyDrive/dataset/80211g12M/11g12m_4_2p_parte1.png,80211g12M
/content/drive/MyDrive/dataset/80211g12M/11g12m_2_2p_parte1.png,80211g12M
/content/drive/MyDrive/dataset/80211g12M/11g12m_1_4p_parte2.png,80211g12M
/content/drive/MyDrive/dataset/80211g12M/11g12m_1_4p_parte1.png,80211g12M
/content/drive/MyDrive/dataset/80211g12M/11g12m_1_4p_parte4.png,80211g12M
/content/drive/MyDrive/dataset/80211g12M/11g12m_1_4p_parte3.png,80211g12M
/content/drive/MyDrive/dataset/80211g18M/11g18m_3_2p_parte2.png,80211g18M
/content/drive/MyDrive/dataset/80211g18M/11g18m_4_2p_parte1.png,80211g18M
/content/drive/MyDrive/dataset/80211g18M/11g18m_2_2p_parte2.png,80211g18M
/content/drive/MyDrive/dataset/80211g18M/11g18m_3_2p_parte1.png,80211g18M
/content/drive/MyDrive/dataset/80211g18M/11g18m_5_2p_parte2.png,80211g18M
/content/drive/MyDrive/dataset/80211g18M/11g18m_4_2p_parte2.png,80211g18M
/content/drive/MyDrive/dataset/80211g18M/11g18m_5_2p_parte1.png,80211g18M
/content/drive/MyDrive/dataset/80211g18M/11g18m_2_2p_parte1.png,80211g18M
/content/drive/MyDrive/dataset/80211g18M/11g18m_1_4p_parte4.png,80211g18M
/content/drive/MyDrive/dataset/80211g18M/11g18m_1_4p_parte1.png,80211g18M
/content/drive/MyDrive/dataset/80211g18M/11g18m_1_4p_parte3.png,80211g18M
/content/drive/MyDrive/dataset/80211g18M/11g18m_1_4p_parte2.png,80211g18M
/content/drive/MyDrive/dataset/80211b1M/11b1m_1_1p.png,80211b1M
/content/drive/MyDrive/dataset/80211b1M/11b1m_3_2p_parte1.png,80211b1M
/content/drive/MyDrive/dataset/80211b1M/11b1m_2_2p_parte1.png,80211b1M
/content/drive/MyDrive/dataset/80211b1M/11b1m_3_2p_parte2.png,80211b1M
/content/drive/MyDrive/dataset/80211b1M/11b1m_5_2p_parte1.png,80211b1M
/content/drive/MyDrive/dataset/80211b1M/11b1m_4_2p_parte2.png,80211b1M
/content/drive/MyDrive/dataset/80211b1M/11b1m_2_2p_parte2.png,80211b1M
/content/drive/MyDrive/dataset/80211b1M/11b1m_4_2p_parte1.png,80211b1M
/content/drive/MyDrive/dataset/80211b1M/11b1m_5_2p_parte2.png,80211b1M
/content/drive/MyDrive/dataset/80211g48M/11g48m_3_2p_parte1.png,80211g48M
/content/drive/MyDrive/dataset/80211g48M/11g48m_5_2p_parte1.png,80211g48M
/content/drive/MyDrive/dataset/80211g48M/11g48m_4_2p_parte2.png,80211g48M
/content/drive/MyDrive/dataset/80211g48M/11g48m_2_2p_parte2.png,80211g48M
/content/drive/MyDrive/dataset/80211g48M/11g48m_2_2p_parte1.png,80211g48M
/content/drive/MyDrive/dataset/80211g48M/11g48m_4_2p_parte1.png,80211g48M
/content/drive/MyDrive/dataset/80211g48M/11g48m_5_2p_parte2.png,80211g48M
/content/drive/MyDrive/dataset/80211g48M/11g48m_3_2p_parte2.png,80211g48M
/content/drive/MyDrive/dataset/80211g48M/11g48m_1_4p_parte1.png,80211g48M
/content/drive/MyDrive/dataset/80211g48M/11g48m_1_4p_parte2.png,80211g48M
/content/drive/MyDrive/dataset/80211g48M/11g48m_1_4p_parte4.png,80211g48M
/content/drive/MyDrive/dataset/80211g48M/11g48m_1_4p_parte3.png,80211g48M
/content/drive/MyDrive/dataset/80211g24M/11g24m_2_2p_parte2.png,80211g24M
/content/drive/MyDrive/dataset/80211g24M/11g24m_5_2p_parte1.png,80211g24M
/content/drive/MyDrive/dataset/80211g24M/11g24m_3_2p_parte1.png,80211g24M
/content/drive/MyDrive/dataset/80211g24M/11g24m_4_2p_parte1.png,80211g24M
/content/drive/MyDrive/dataset/80211g24M/11g24m_3_2p_parte2.png,80211g24M
/content/drive/MyDrive/dataset/80211g24M/11g24m_2_2p_parte1.png,80211g24M
/content/drive/MyDrive/dataset/80211g24M/11g24m_4_2p_parte2.png,80211g24M
/content/drive/MyDrive/dataset/80211g24M/11g24m_5_2p_parte2.png,80211g24M
/content/drive/MyDrive/dataset/80211g24M/11g24m_1_4p_parte2.png,80211g24M
/content/drive/MyDrive/dataset/80211g24M/11g24m_1_4p_parte4.png,80211g24M
/content/drive/MyDrive/dataset/80211g24M/11g24m_1_4p_parte3.png,80211g24M
/content/drive/MyDrive/dataset/80211g24M/11g24m_1_4p_parte1.png,80211g24M
/content/drive/MyDrive/dataset/80211b11M/11b11m_1_1p.png,80211b11M
/content/drive/MyDrive/dataset/80211b11M/11b11m_3_2p_parte2.png,80211b11M
/content/drive/MyDrive/dataset/80211b11M/11b11m_5_2p_parte2.png,80211b11M
/content/drive/MyDrive/dataset/80211b11M/11b11m_3_2p_parte1.png,80211b11M
/content/drive/MyDrive/dataset/80211b11M/11b11m_4_2p_parte2.png,80211b11M
/content/drive/MyDrive/dataset/80211b11M/11b11m_4_2p_parte1.png,80211b11M
/content/drive/MyDrive/dataset/80211b11M/11b11m_2_2p_parte2.png,80211b11M
/content/drive/MyDrive/dataset/80211b11M/11b11m_5_2p_parte1.png,80211b11M
/content/drive/MyDrive/dataset/80211b11M/11b11m_2_2p_parte1.png,80211b11M
